High,Low,Volume,previousopen,previousclose,previoushigh,previousvol,dayinweek,ismonthend,isquarterend,daysin,daycos,dailyreturn,SMA20,SMA50,MACD,MACDsignal,MACDdiff,EMA7,EMA14,RSI14,CMF20
25787.4,25578.4,4377952779,25696.85,25763.35,25803.1,5556250310.0,1,False,False,0.7818314824680298,0.6234898018587336,-0.00643161700632866,25802.969999999998,25596.427499999998,194.95823447564908,217.69040903272696,-22.732174557077883,25761.97204534825,25696.630201731037,52.76187001121659,-0.02360468937905281
